timestamp,Power,heart_rate
2019-08-21 03:24:16,201.0,119.0
2019-08-21 03:24:17,210.0,120.0
2019-08-21 03:24:18,216.0,122.0
2019-08-21 03:24:19,231.0,122.0
2019-08-21 03:24:20,231.0,121.0
2019-08-21 03:24:21,234.0,120.0
2019-08-21 03:24:22,261.0,119.0
2019-08-21 03:24:23,283.0,119.0
2019-08-21 03:24:24,287.0,119.0
2019-08-21 03:24:25,290.0,120.0
2019-08-21 03:24:26,293.0,120.0
2019-08-21 03:24:27,297.0,121.0
2019-08-21 03:24:28,299.0,122.0
2019-08-21 03:24:29,301.0,122.0
2019-08-21 03:24:30,300.0,123.0
2019-08-21 03:24:31,299.0,123.0
2019-08-21 03:24:32,299.0,123.0
2019-08-21 03:24:33,298.0,124.0
2019-08-21 03:24:34,299.0,124.0
2019-08-21 03:24:35,295.0,124.0
2019-08-21 03:24:36,295.0,125.0
2019-08-21 03:24:37,296.0,125.0
2019-08-21 03:24:38,298.0,125.0
2019-08-21 03:24:39,299.0,126.0
2019-08-21 03:24:40,299.0,126.0
2019-08-21 03:24:41,301.0,126.0
2019-08-21 03:24:42,301.0,127.0
2019-08-21 03:24:43,300.0,127.0
2019-08-21 03:24:44,298.0,127.0
2019-08-21 03:24:45,296.0,127.0
2019-08-21 03:24:46,296.0,127.0
2019-08-21 03:24:47,292.0,127.0
2019-08-21 03:24:48,288.0,127.0
2019-08-21 03:24:49,288.0,127.0
2019-08-21 03:24:50,286.0,127.0
2019-08-21 03:24:51,288.0,128.0
2019-08-21 03:24:52,287.0,128.0
2019-08-21 03:24:53,289.0,128.0
2019-08-21 03:24:54,289.0,128.0
2019-08-21 03:24:55,288.0,128.0
2019-08-21 03:24:56,289.0,128.0
2019-08-21 03:24:57,294.0,128.0
2019-08-21 03:24:58,298.0,128.0
2019-08-21 03:24:59,296.0,129.0
2019-08-21 03:25:00,294.0,129.0
2019-08-21 03:25:01,297.0,130.0
2019-08-21 03:25:02,298.0,130.0
2019-08-21 03:25:03,303.0,129.0
2019-08-21 03:25:04,302.0,129.0
2019-08-21 03:25:05,303.0,129.0
2019-08-21 03:25:06,301.0,130.0
2019-08-21 03:25:07,303.0,130.0
2019-08-21 03:25:08,304.0,130.0
2019-08-21 03:25:09,305.0,131.0
2019-08-21 03:25:10,307.0,131.0
2019-08-21 03:25:11,308.0,131.0
2019-08-21 03:25:12,308.0,132.0
2019-08-21 03:25:13,306.0,132.0
2019-08-21 03:25:14,303.0,132.0
2019-08-21 03:25:15,302.0,132.0
2019-08-21 03:25:16,304.0,133.0
2019-08-21 03:25:17,304.0,133.0
2019-08-21 03:25:18,301.0,133.0
2019-08-21 03:25:19,299.0,133.0
2019-08-21 03:25:20,299.0,134.0
2019-08-21 03:25:21,298.0,134.0
2019-08-21 03:25:22,297.0,134.0
2019-08-21 03:25:23,294.0,134.0
2019-08-21 03:25:24,293.0,134.0
2019-08-21 03:25:25,292.0,134.0
2019-08-21 03:25:26,291.0,134.0
2019-08-21 03:25:27,292.0,134.0
2019-08-21 03:25:28,291.0,133.0
2019-08-21 03:25:29,291.0,133.0
2019-08-21 03:25:30,288.0,133.0
2019-08-21 03:25:31,290.0,134.0
2019-08-21 03:25:32,290.0,135.0
2019-08-21 03:25:33,290.0,135.0
2019-08-21 03:25:34,290.0,135.0
2019-08-21 03:25:35,290.0,136.0
2019-08-21 03:25:36,290.0,136.0
2019-08-21 03:25:37,292.0,137.0
2019-08-21 03:25:38,290.0,136.0
2019-08-21 03:25:39,292.0,136.0
2019-08-21 03:25:40,290.0,135.0
2019-08-21 03:25:41,286.0,135.0
2019-08-21 03:25:42,284.0,135.0
2019-08-21 03:25:43,283.0,134.0
2019-08-21 03:25:44,285.0,135.0
2019-08-21 03:25:45,285.0,136.0
2019-08-21 03:25:46,285.0,137.0
2019-08-21 03:25:47,288.0,137.0
2019-08-21 03:25:48,294.0,137.0
2019-08-21 03:25:49,297.0,136.0
2019-08-21 03:25:50,297.0,135.0
2019-08-21 03:25:51,297.0,135.0
2019-08-21 03:25:52,294.0,135.0
2019-08-21 03:25:53,294.0,135.0
2019-08-21 03:25:54,295.0,134.0
2019-08-21 03:25:55,295.0,134.0
2019-08-21 03:25:56,294.0,134.0
2019-08-21 03:25:57,294.0,134.0
2019-08-21 03:25:58,292.0,134.0
2019-08-21 03:25:59,290.0,134.0
2019-08-21 03:26:00,285.0,134.0
2019-08-21 03:26:01,284.0,134.0
2019-08-21 03:26:02,282.0,134.0
2019-08-21 03:26:03,282.0,134.0
2019-08-21 03:26:04,286.0,133.0
2019-08-21 03:26:05,287.0,133.0
2019-08-21 03:26:06,280.0,133.0
2019-08-21 03:26:07,280.0,133.0
2019-08-21 03:26:08,280.0,133.0
2019-08-21 03:26:09,282.0,133.0
2019-08-21 03:26:10,283.0,132.0
2019-08-21 03:26:11,285.0,132.0
2019-08-21 03:26:12,283.0,133.0
2019-08-21 03:26:13,283.0,133.0
2019-08-21 03:26:14,283.0,133.0
2019-08-21 03:26:15,286.0,134.0
2019-08-21 03:26:16,286.0,134.0
2019-08-21 03:26:17,287.0,134.0
2019-08-21 03:26:18,287.0,134.0
2019-08-21 03:26:19,288.0,133.0
2019-08-21 03:26:20,289.0,133.0
2019-08-21 03:26:21,289.0,133.0
2019-08-21 03:26:22,289.0,133.0
2019-08-21 03:26:23,291.0,133.0
2019-08-21 03:26:24,289.0,133.0
2019-08-21 03:26:25,289.0,134.0
2019-08-21 03:26:26,289.0,135.0
2019-08-21 03:26:27,290.0,135.0
2019-08-21 03:26:28,289.0,134.0
2019-08-21 03:26:29,287.0,134.0
2019-08-21 03:26:30,286.0,134.0
2019-08-21 03:26:31,286.0,134.0
2019-08-21 03:26:32,283.0,134.0
2019-08-21 03:26:33,282.0,135.0
2019-08-21 03:26:34,282.0,135.0
2019-08-21 03:26:35,282.0,135.0
2019-08-21 03:26:36,286.0,135.0
2019-08-21 03:26:37,287.0,135.0
2019-08-21 03:26:38,289.0,135.0
2019-08-21 03:26:39,288.0,135.0
2019-08-21 03:26:40,286.0,135.0
2019-08-21 03:26:41,286.0,135.0
2019-08-21 03:26:42,284.0,135.0
2019-08-21 03:26:43,284.0,135.0
2019-08-21 03:26:44,284.0,136.0
2019-08-21 03:26:45,281.0,136.0
2019-08-21 03:26:46,281.0,136.0
2019-08-21 03:26:47,283.0,136.0
2019-08-21 03:26:48,286.0,135.0
2019-08-21 03:26:49,285.0,135.0
2019-08-21 03:26:50,289.0,136.0
2019-08-21 03:26:51,295.0,136.0
2019-08-21 03:26:52,295.0,137.0
2019-08-21 03:26:53,300.0,137.0
2019-08-21 03:26:54,304.0,137.0
2019-08-21 03:26:55,304.0,137.0
2019-08-21 03:26:56,305.0,137.0
2019-08-21 03:26:57,306.0,137.0
2019-08-21 03:26:58,306.0,137.0
2019-08-21 03:26:59,307.0,137.0
2019-08-21 03:27:00,316.0,137.0
2019-08-21 03:27:01,316.0,137.0
2019-08-21 03:27:02,310.0,138.0
2019-08-21 03:27:03,310.0,139.0
2019-08-21 03:27:04,310.0,139.0
2019-08-21 03:27:05,302.0,140.0
2019-08-21 03:27:06,302.0,140.0
2019-08-21 03:27:07,304.0,140.0
2019-08-21 03:27:08,306.0,140.0
2019-08-21 03:27:09,309.0,139.0
2019-08-21 03:27:10,310.0,139.0
2019-08-21 03:27:11,311.0,138.0
2019-08-21 03:27:12,310.0,138.0
2019-08-21 03:27:13,310.0,138.0
2019-08-21 03:27:14,310.0,139.0
2019-08-21 03:27:15,304.0,140.0
2019-08-21 03:27:16,304.0,140.0
2019-08-21 03:27:17,301.0,140.0
2019-08-21 03:27:18,301.0,140.0
2019-08-21 03:27:19,300.0,140.0
2019-08-21 03:27:20,296.0,139.0
2019-08-21 03:27:21,296.0,139.0
2019-08-21 03:27:22,303.0,139.0
2019-08-21 03:27:23,297.0,139.0
2019-08-21 03:27:24,297.0,138.0
2019-08-21 03:27:25,295.0,138.0
2019-08-21 03:27:26,295.0,138.0
2019-08-21 03:27:27,294.0,139.0
2019-08-21 03:27:28,290.0,139.0
2019-08-21 03:27:29,290.0,139.0
2019-08-21 03:27:30,286.0,139.0
2019-08-21 03:27:31,289.0,139.0
2019-08-21 03:27:32,288.0,138.0
2019-08-21 03:27:33,284.0,139.0
2019-08-21 03:27:34,284.0,139.0
2019-08-21 03:27:35,281.0,139.0
2019-08-21 03:27:36,281.0,139.0
2019-08-21 03:27:37,286.0,139.0
2019-08-21 03:27:38,289.0,139.0
2019-08-21 03:27:39,289.0,139.0
2019-08-21 03:27:40,288.0,138.0
2019-08-21 03:27:41,289.0,138.0
2019-08-21 03:27:42,290.0,139.0
2019-08-21 03:27:43,287.0,140.0
2019-08-21 03:27:44,287.0,140.0
2019-08-21 03:27:45,290.0,139.0
2019-08-21 03:27:46,292.0,138.0
2019-08-21 03:27:47,292.0,138.0
2019-08-21 03:27:48,291.0,138.0
2019-08-21 03:27:49,295.0,137.0
2019-08-21 03:27:50,297.0,137.0
2019-08-21 03:27:51,301.0,137.0
2019-08-21 03:27:52,288.0,138.0
2019-08-21 03:27:53,289.0,139.0
2019-08-21 03:27:54,292.0,140.0
2019-08-21 03:27:55,294.0,141.0
2019-08-21 03:27:56,293.0,140.0
2019-08-21 03:27:57,292.0,140.0
2019-08-21 03:27:58,287.0,140.0
2019-08-21 03:27:59,286.0,140.0
2019-08-21 03:28:00,288.0,141.0
2019-08-21 03:28:01,285.0,140.0
2019-08-21 03:28:02,285.0,140.0
2019-08-21 03:28:03,285.0,141.0
2019-08-21 03:28:04,285.0,141.0
2019-08-21 03:28:05,285.0,142.0
2019-08-21 03:28:06,286.0,142.0
2019-08-21 03:28:07,287.0,141.0
2019-08-21 03:28:08,289.0,141.0
2019-08-21 03:28:09,285.0,141.0
2019-08-21 03:28:10,285.0,141.0
2019-08-21 03:28:11,285.0,142.0
2019-08-21 03:28:12,284.0,142.0
2019-08-21 03:28:13,286.0,142.0
2019-08-21 03:28:14,290.0,142.0
2019-08-21 03:28:15,295.0,142.0
2019-08-21 03:28:16,295.0,142.0
2019-08-21 03:28:17,298.0,141.0
2019-08-21 03:28:18,299.0,141.0
2019-08-21 03:28:19,299.0,141.0
2019-08-21 03:28:20,294.0,140.0
2019-08-21 03:28:21,287.0,140.0
2019-08-21 03:28:22,284.0,140.0
2019-08-21 03:28:23,280.0,141.0
2019-08-21 03:28:24,277.0,141.0
2019-08-21 03:28:25,273.0,141.0
2019-08-21 03:28:26,268.0,141.0
2019-08-21 03:28:27,269.0,141.0
2019-08-21 03:28:28,269.0,140.0
2019-08-21 03:28:29,265.0,140.0
2019-08-21 03:28:30,262.0,140.0
2019-08-21 03:28:31,259.0,140.0
2019-08-21 03:28:32,258.0,140.0
2019-08-21 03:28:33,258.0,140.0
2019-08-21 03:28:34,251.0,140.0
2019-08-21 03:28:35,250.0,140.0
2019-08-21 03:28:36,250.0,140.0
2019-08-21 03:28:37,252.0,139.0
2019-08-21 03:28:38,256.0,139.0
2019-08-21 03:28:39,260.0,139.0
2019-08-21 03:28:40,263.0,139.0
2019-08-21 03:28:41,266.0,139.0
2019-08-21 03:28:42,271.0,139.0
2019-08-21 03:28:43,280.0,139.0
2019-08-21 03:28:44,283.0,139.0
2019-08-21 03:28:45,289.0,139.0
2019-08-21 03:28:46,289.0,139.0
2019-08-21 03:28:47,294.0,139.0
2019-08-21 03:28:48,294.0,139.0
2019-08-21 03:28:49,295.0,139.0
2019-08-21 03:28:50,289.0,139.0
2019-08-21 03:28:51,286.0,139.0
2019-08-21 03:28:52,285.0,139.0
2019-08-21 03:28:53,284.0,139.0
2019-08-21 03:28:54,287.0,139.0
2019-08-21 03:28:55,284.0,139.0
2019-08-21 03:28:56,286.0,139.0
2019-08-21 03:28:57,284.0,139.0
2019-08-21 03:28:58,282.0,139.0
2019-08-21 03:28:59,282.0,139.0
2019-08-21 03:29:00,284.0,139.0
2019-08-21 03:29:01,285.0,139.0
2019-08-21 03:29:02,287.0,139.0
2019-08-21 03:29:03,285.0,139.0
2019-08-21 03:29:04,286.0,139.0
2019-08-21 03:29:05,285.0,138.0
2019-08-21 03:29:06,285.0,138.0
2019-08-21 03:29:07,286.0,138.0
2019-08-21 03:29:08,287.0,138.0
2019-08-21 03:29:09,290.0,137.0
2019-08-21 03:29:10,292.0,137.0
2019-08-21 03:29:11,294.0,137.0
2019-08-21 03:29:12,297.0,137.0
2019-08-21 03:29:13,298.0,138.0
2019-08-21 03:29:14,300.0,138.0
2019-08-21 03:29:15,298.0,139.0
2019-08-21 03:29:16,297.0,139.0
2019-08-21 03:29:17,296.0,139.0
2019-08-21 03:29:18,295.0,139.0
2019-08-21 03:29:19,296.0,139.0
2019-08-21 03:29:20,296.0,139.0
2019-08-21 03:29:21,296.0,140.0
2019-08-21 03:29:22,296.0,140.0
2019-08-21 03:29:23,294.0,141.0
2019-08-21 03:29:24,294.0,140.0
2019-08-21 03:29:25,294.0,140.0
2019-08-21 03:29:26,295.0,140.0
2019-08-21 03:29:27,295.0,140.0
2019-08-21 03:29:28,297.0,140.0
2019-08-21 03:29:29,298.0,139.0
2019-08-21 03:29:30,301.0,140.0
2019-08-21 03:29:31,301.0,141.0
2019-08-21 03:29:32,303.0,141.0
2019-08-21 03:29:33,301.0,141.0
2019-08-21 03:29:34,303.0,141.0
2019-08-21 03:29:35,303.0,142.0
2019-08-21 03:29:36,306.0,142.0
2019-08-21 03:29:37,306.0,143.0
2019-08-21 03:29:38,308.0,143.0
2019-08-21 03:29:39,310.0,143.0
2019-08-21 03:29:40,312.0,143.0
2019-08-21 03:29:41,311.0,143.0
2019-08-21 03:29:42,312.0,143.0
2019-08-21 03:29:43,311.0,144.0
2019-08-21 03:29:44,309.0,144.0
2019-08-21 03:29:45,308.0,144.0
2019-08-21 03:29:46,306.0,144.0
2019-08-21 03:29:47,305.0,144.0
2019-08-21 03:29:48,302.0,143.0
2019-08-21 03:29:49,298.0,144.0
2019-08-21 03:29:50,300.0,144.0
2019-08-21 03:29:51,299.0,145.0
2019-08-21 03:29:52,299.0,145.0
2019-08-21 03:29:53,303.0,145.0
2019-08-21 03:29:54,304.0,144.0
2019-08-21 03:29:55,308.0,144.0
2019-08-21 03:29:56,310.0,144.0
2019-08-21 03:29:57,312.0,144.0
2019-08-21 03:29:58,310.0,144.0
2019-08-21 03:29:59,307.0,144.0
2019-08-21 03:30:00,306.0,144.0
2019-08-21 03:30:01,306.0,144.0
2019-08-21 03:30:02,306.0,144.0
2019-08-21 03:30:03,308.0,144.0
2019-08-21 03:30:04,308.0,144.0
2019-08-21 03:30:05,308.0,144.0
2019-08-21 03:30:06,307.0,143.0
2019-08-21 03:30:07,305.0,143.0
2019-08-21 03:30:08,306.0,143.0
2019-08-21 03:30:09,306.0,144.0
2019-08-21 03:30:10,304.0,144.0
2019-08-21 03:30:11,302.0,145.0
2019-08-21 03:30:12,304.0,146.0
2019-08-21 03:30:13,305.0,146.0
2019-08-21 03:30:14,307.0,146.0
2019-08-21 03:30:15,306.0,147.0
2019-08-21 03:30:16,308.0,147.0
2019-08-21 03:30:17,312.0,147.0
2019-08-21 03:30:18,315.0,147.0
2019-08-21 03:30:19,315.0,147.0
2019-08-21 03:30:20,315.0,147.0
2019-08-21 03:30:21,316.0,147.0
2019-08-21 03:30:22,316.0,148.0
2019-08-21 03:30:23,319.0,149.0
2019-08-21 03:30:24,316.0,149.0
2019-08-21 03:30:25,316.0,148.0
2019-08-21 03:30:26,318.0,147.0
2019-08-21 03:30:27,318.0,146.0
2019-08-21 03:30:28,321.0,146.0
2019-08-21 03:30:29,324.0,146.0
2019-08-21 03:30:30,323.0,146.0
2019-08-21 03:30:31,323.0,147.0
2019-08-21 03:30:32,326.0,147.0
2019-08-21 03:30:33,326.0,148.0
2019-08-21 03:30:34,325.0,148.0
2019-08-21 03:30:35,325.0,148.0
2019-08-21 03:30:36,321.0,147.0
2019-08-21 03:30:37,318.0,147.0
2019-08-21 03:30:38,318.0,147.0
2019-08-21 03:30:39,315.0,148.0
2019-08-21 03:30:40,315.0,148.0
2019-08-21 03:30:41,313.0,148.0
2019-08-21 03:30:42,309.0,148.0
2019-08-21 03:30:43,306.0,148.0
2019-08-21 03:30:44,307.0,148.0
2019-08-21 03:30:45,307.0,148.0
2019-08-21 03:30:46,312.0,148.0
2019-08-21 03:30:47,313.0,147.0
2019-08-21 03:30:48,311.0,147.0
2019-08-21 03:30:49,311.0,147.0
2019-08-21 03:30:50,308.0,147.0
2019-08-21 03:30:51,307.0,147.0
2019-08-21 03:30:52,297.0,147.0
2019-08-21 03:30:53,297.0,146.0
2019-08-21 03:30:54,297.0,146.0
2019-08-21 03:30:55,302.0,146.0
2019-08-21 03:30:56,302.0,146.0
2019-08-21 03:30:57,304.0,146.0
2019-08-21 03:30:58,304.0,147.0
2019-08-21 03:30:59,309.0,147.0
2019-08-21 03:31:00,309.0,147.0
2019-08-21 03:31:01,317.0,147.0
2019-08-21 03:31:02,317.0,148.0
2019-08-21 03:31:03,318.0,148.0
2019-08-21 03:31:04,321.0,148.0
2019-08-21 03:31:05,322.0,148.0
2019-08-21 03:31:06,322.0,148.0
2019-08-21 03:31:07,322.0,149.0
2019-08-21 03:31:08,323.0,149.0
2019-08-21 03:31:09,320.0,149.0
2019-08-21 03:31:10,320.0,149.0
2019-08-21 03:31:11,317.0,149.0
2019-08-21 03:31:12,315.0,149.0
2019-08-21 03:31:13,315.0,149.0
2019-08-21 03:31:14,313.0,149.0
2019-08-21 03:31:15,310.0,149.0
2019-08-21 03:31:16,310.0,149.0
2019-08-21 03:31:17,310.0,149.0
2019-08-21 03:31:18,308.0,149.0
2019-08-21 03:31:19,308.0,149.0
2019-08-21 03:31:20,307.0,149.0
2019-08-21 03:31:21,306.0,149.0
2019-08-21 03:31:22,305.0,149.0
2019-08-21 03:31:23,307.0,149.0
2019-08-21 03:31:24,301.0,148.0
2019-08-21 03:31:25,303.0,148.0
2019-08-21 03:31:26,306.0,148.0
2019-08-21 03:31:27,309.0,149.0
2019-08-21 03:31:28,310.0,149.0
2019-08-21 03:31:29,304.0,149.0
2019-08-21 03:31:30,299.0,149.0
2019-08-21 03:31:31,297.0,148.0
2019-08-21 03:31:32,296.0,148.0
2019-08-21 03:31:33,297.0,147.0
2019-08-21 03:31:34,297.0,147.0
2019-08-21 03:31:35,305.0,146.0
2019-08-21 03:31:36,307.0,146.0
2019-08-21 03:31:37,311.0,146.0
2019-08-21 03:31:38,309.0,146.0
2019-08-21 03:31:39,308.0,147.0
2019-08-21 03:31:40,311.0,147.0
2019-08-21 03:31:41,312.0,146.0
2019-08-21 03:31:42,307.0,145.0
2019-08-21 03:31:43,306.0,145.0
2019-08-21 03:31:44,306.0,146.0
2019-08-21 03:31:45,310.0,146.0
2019-08-21 03:31:46,313.0,147.0
2019-08-21 03:31:47,308.0,148.0
2019-08-21 03:31:48,304.0,148.0
2019-08-21 03:31:49,299.0,149.0
2019-08-21 03:31:50,299.0,149.0
2019-08-21 03:31:51,298.0,150.0
2019-08-21 03:31:52,300.0,150.0
2019-08-21 03:31:53,303.0,150.0
2019-08-21 03:31:54,307.0,150.0
2019-08-21 03:31:55,310.0,150.0
2019-08-21 03:31:56,313.0,151.0
2019-08-21 03:31:57,315.0,150.0
2019-08-21 03:31:58,314.0,150.0
2019-08-21 03:31:59,315.0,150.0
2019-08-21 03:32:00,314.0,149.0
2019-08-21 03:32:01,312.0,151.0
2019-08-21 03:32:02,314.0,151.0
2019-08-21 03:32:03,313.0,151.0
2019-08-21 03:32:04,315.0,152.0
2019-08-21 03:32:05,317.0,152.0
2019-08-21 03:32:06,317.0,151.0
2019-08-21 03:32:07,318.0,151.0
2019-08-21 03:32:08,319.0,151.0
2019-08-21 03:32:09,319.0,151.0
2019-08-21 03:32:10,320.0,151.0
2019-08-21 03:32:11,319.0,152.0
2019-08-21 03:32:12,320.0,152.0
2019-08-21 03:32:13,322.0,152.0
2019-08-21 03:32:14,323.0,152.0
2019-08-21 03:32:15,324.0,151.0
2019-08-21 03:32:16,326.0,151.0
2019-08-21 03:32:17,329.0,151.0
2019-08-21 03:32:18,327.0,151.0
2019-08-21 03:32:19,325.0,152.0
2019-08-21 03:32:20,322.0,152.0
2019-08-21 03:32:21,320.0,152.0
2019-08-21 03:32:22,319.0,151.0
2019-08-21 03:32:23,318.0,151.0
2019-08-21 03:32:24,319.0,152.0
2019-08-21 03:32:25,320.0,151.0
2019-08-21 03:32:26,325.0,152.0
2019-08-21 03:32:27,328.0,152.0
2019-08-21 03:32:28,332.0,152.0
2019-08-21 03:32:29,336.0,152.0
2019-08-21 03:32:30,337.0,152.0
2019-08-21 03:32:31,338.0,152.0
2019-08-21 03:32:32,340.0,152.0
2019-08-21 03:32:33,340.0,152.0
2019-08-21 03:32:34,339.0,152.0
2019-08-21 03:32:35,340.0,152.0
2019-08-21 03:32:36,339.0,152.0
2019-08-21 03:32:37,338.0,152.0
2019-08-21 03:32:38,335.0,152.0
2019-08-21 03:32:39,333.0,152.0
2019-08-21 03:32:40,330.0,153.0
2019-08-21 03:32:41,329.0,154.0
2019-08-21 03:32:42,329.0,154.0
2019-08-21 03:32:43,328.0,154.0
2019-08-21 03:32:44,330.0,154.0
2019-08-21 03:32:45,333.0,154.0
2019-08-21 03:32:46,331.0,155.0
2019-08-21 03:32:47,330.0,155.0
2019-08-21 03:32:48,332.0,154.0
2019-08-21 03:32:49,330.0,154.0
2019-08-21 03:32:50,329.0,154.0
